grade,region_group,task_id,score
9,Rest,9.1.1,4.0
9,Rest,9.2.1,3.0
9,Rest,9.3.1,5.0
9,Rest,9.4.1,4.0
9,Rest,9.5.1,3.0
9,Rest,9.6.1,4.0
9,Rest,9.7.1,4.0
9,Rest,Теор,17.0
9,Rest,Прак,17.0
9,Rest,Блиц,27.0
9,Rest,№,53.0
9,Rest,9.1,1.0
9,Rest,9.2,0.0
9,Rest,9.3,2.0
9,Rest,9.4,7.0
9,Rest,9.5,5.0
9,Rest,9.6,2.0
9,Rest,9.7,14.0
9,Rest,9.8,10.0
9,Rest,9.1.1,0.0
9,Rest,9.2.1,3.0
9,Rest,9.3.1,3.0
9,Rest,9.4.1,2.0
9,Rest,9.5.1,3.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,3.0
9,Rest,Теор,17.0
9,Rest,Прак,24.0
9,Rest,Блиц,19.0
9,Rest,№,54.0
9,Rest,9.1,1.0
9,Rest,9.2,10.0
9,Rest,9.3,2.0
9,Rest,9.4,5.0
9,Rest,9.5,6.0
9,Rest,9.6,0.0
9,Rest,9.7,12.0
9,Rest,9.8,10.0
9,Rest,9.1.1,0.0
9,Rest,9.2.1,0.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,5.0
9,Rest,9.5.1,4.0
9,Rest,9.6.1,4.0
9,Rest,9.7.1,1.0
9,Rest,Теор,24.0
9,Rest,Прак,22.0
9,Rest,Блиц,14.0
9,Rest,№,55.0
9,Rest,9.1,0.0
9,Rest,9.2,1.0
9,Rest,9.3,2.0
9,Rest,9.4,9.0
9,Rest,9.5,4.0
9,Rest,9.6,3.0
9,Rest,9.7,9.0
9,Rest,9.8,12.0
9,Rest,9.1.1,2.0
9,Rest,9.2.1,1.0
9,Rest,9.3.1,4.0
9,Rest,9.4.1,2.0
9,Rest,9.5.1,0.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,5.0
9,Rest,Теор,19.0
9,Rest,Прак,21.0
9,Rest,Блиц,19.0
9,Rest,№,56.0
9,Rest,9.1,2.0
9,Rest,9.2,6.0
9,Rest,9.3,0.0
9,Rest,9.4,8.0
9,Rest,9.5,4.0
9,Rest,9.6,0.0
9,Rest,9.7,14.0
9,Rest,9.8,5.0
9,Rest,9.1.1,4.0
9,Rest,9.2.1,5.0
9,Rest,9.3.1,1.0
9,Rest,9.4.1,1.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,4.0
9,Rest,9.7.1,2.0
9,Rest,Теор,20.0
9,Rest,Прак,19.0
9,Rest,Блиц,19.0
9,Rest,№,57.0
9,Rest,9.1,2.0
9,Rest,9.2,6.0
9,Rest,9.3,0.0
9,Rest,9.4,8.0
9,Rest,9.5,3.0
9,Rest,9.6,0.0
9,Rest,9.7,3.0
9,Rest,9.8,14.0
9,Rest,9.1.1,2.0
9,Rest,9.2.1,4.0
9,Rest,9.3.1,1.0
9,Rest,9.4.1,4.0
9,Rest,9.5.1,3.0
9,Rest,9.6.1,4.0
9,Rest,9.7.1,3.0
9,Rest,Теор,19.0
9,Rest,Прак,17.0
9,Rest,Блиц,21.0
9,MO,№,58.0
9,MO,9.1,0.0
9,MO,9.2,1.0
9,MO,9.3,5.0
9,MO,9.4,7.0
9,MO,9.5,3.0
9,MO,9.6,0.0
9,MO,9.7,8.0
9,MO,9.8,13.0
9,MO,9.1.1,3.0
9,MO,9.2.1,4.0
9,MO,9.3.1,1.0
9,MO,9.4.1,2.0
9,MO,9.5.1,4.0
9,MO,9.6.1,4.0
9,MO,9.7.1,2.0
9,MO,Теор,16.0
9,MO,Прак,21.0
9,MO,Блиц,20.0
9,Rest,№,59.0
9,Rest,9.1,0.0
9,Rest,9.2,1.0
9,Rest,9.3,2.0
9,Rest,9.4,8.0
9,Rest,9.5,2.0
9,Rest,9.6,0.0
9,Rest,9.7,12.0
9,Rest,9.8,12.0
9,Rest,9.1.1,3.0
9,Rest,9.2.1,4.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,2.0
9,Rest,9.5.1,3.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,3.0
9,Rest,Теор,13.0
9,Rest,Прак,24.0
9,Rest,Блиц,20.0
9,MO,№,60.0
9,MO,9.1,1.0
9,MO,9.2,1.0
9,MO,9.3,0.0
9,MO,9.4,5.0
9,MO,9.5,3.0
9,MO,9.6,0.0
9,MO,9.7,14.0
9,MO,9.8,13.0
9,MO,9.1.1,3.0
9,MO,9.2.1,3.0
9,MO,9.3.1,0.0
9,MO,9.4.1,3.0
9,MO,9.5.1,4.0
9,MO,9.6.1,5.0
9,MO,9.7.1,2.0
9,MO,Теор,10.0
9,MO,Прак,27.0
9,MO,Блиц,20.0
9,Rest,№,61.0
9,Rest,9.1,7.0
9,Rest,9.2,1.0
9,Rest,9.3,2.0
9,Rest,9.4,7.0
9,Rest,9.5,5.0
9,Rest,9.6,0.0
9,Rest,9.7,9.0
9,Rest,9.8,6.0
9,Rest,9.1.1,4.0
9,Rest,9.2.1,0.0
9,Rest,9.3.1,4.0
9,Rest,9.4.1,3.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,2.0
9,Rest,Теор,22.0
9,Rest,Прак,15.0
9,Rest,Блиц,20.0
9,Rest,№,62.0
9,Rest,9.1,0.0
9,Rest,9.2,0.0
9,Rest,9.3,1.0
9,Rest,9.4,8.0
9,Rest,9.5,6.0
9,Rest,9.6,6.0
9,Rest,9.7,13.0
9,Rest,9.8,1.0
9,Rest,9.1.1,5.0
9,Rest,9.2.1,4.0
9,Rest,9.3.1,4.0
9,Rest,9.4.1,4.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,1.0
9,Rest,9.7.1,1.0
9,Rest,Теор,21.0
9,Rest,Прак,14.0
9,Rest,Блиц,21.0
9,Rest,№,63.0
9,Rest,9.1,1.0
9,Rest,9.2,1.0
9,Rest,9.3,2.0
9,Rest,9.4,8.0
9,Rest,9.5,5.0
9,Rest,9.6,8.0
9,Rest,9.7,5.0
9,Rest,9.8,9.0
9,Rest,9.1.1,3.0
9,Rest,9.2.1,4.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,1.0
9,Rest,9.5.1,1.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,1.0
9,Rest,Теор,25.0
9,Rest,Прак,14.0
9,Rest,Блиц,15.0
9,Rest,№,64.0
9,Rest,9.1,1.0
9,Rest,9.2,0.0
9,Rest,9.3,0.0
9,Rest,9.4,8.0
9,Rest,9.5,3.0
9,Rest,9.6,6.0
9,Rest,9.7,10.0
9,Rest,9.8,1.0
9,Rest,9.1.1,3.0
9,Rest,9.2.1,2.0
9,Rest,9.3.1,4.0
9,Rest,9.4.1,2.0
9,Rest,9.5.1,4.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,5.0
9,Rest,Теор,18.0
9,Rest,Прак,11.0
9,Rest,Блиц,25.0
9,Rest,№,65.0
9,Rest,9.1,0.0
9,Rest,9.2,6.0
9,Rest,9.3,1.0
9,Rest,9.4,8.0
9,Rest,9.5,0.0
9,Rest,9.6,8.0
9,Rest,9.7,11.0
9,Rest,9.8,6.0
9,Rest,9.1.1,2.0
9,Rest,9.2.1,1.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,3.0
9,Rest,9.5.1,4.0
9,Rest,9.6.1,1.0
9,Rest,9.7.1,1.0
9,Rest,Теор,23.0
9,Rest,Прак,17.0
9,Rest,Блиц,12.0
9,Rest,№,66.0
9,Rest,9.1,0.0
9,Rest,9.2,6.0
9,Rest,9.3,0.0
9,Rest,9.4,8.0
9,Rest,9.5,2.0
9,Rest,9.6,0.0
9,Rest,9.7,12.0
9,Rest,9.8,1.0
9,Rest,9.1.1,3.0
9,Rest,9.2.1,2.0
9,Rest,9.3.1,4.0
9,Rest,9.4.1,1.0
9,Rest,9.5.1,4.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,2.0
9,Rest,Теор,16.0
9,Rest,Прак,13.0
9,Rest,Блиц,21.0
9,Rest,№,67.0
9,Rest,9.1,0.0
9,Rest,9.2,1.0
9,Rest,9.3,0.0
9,Rest,9.4,8.0
9,Rest,9.5,6.0
9,Rest,9.6,1.0
9,Rest,9.7,11.0
9,Rest,9.8,5.0
9,Rest,9.1.1,3.0
9,Rest,9.2.1,4.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,0.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,3.0
9,Rest,Теор,16.0
9,Rest,Прак,16.0
9,Rest,Блиц,17.0
9,Rest,№,68.0
9,Rest,9.1,7.0
9,Rest,9.2,1.0
9,Rest,9.3,0.0
9,Rest,9.4,3.0
9,Rest,9.5,0.0
9,Rest,9.6,0.0
9,Rest,9.7,11.0
9,Rest,9.8,4.0
9,Rest,9.1.1,4.0
9,Rest,9.2.1,4.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,0.0
9,Rest,9.5.1,3.0
9,Rest,9.6.1,4.0
9,Rest,9.7.1,5.0
9,Rest,Теор,11.0
9,Rest,Прак,15.0
9,Rest,Блиц,20.0
9,MO,№,69.0
9,MO,9.1,0.0
9,MO,9.2,1.0
9,MO,9.3,0.0
9,MO,9.4,3.0
9,MO,9.5,1.0
9,MO,9.6,4.0
9,MO,9.7,14.0
9,MO,9.8,6.0
9,MO,9.1.1,2.0
9,MO,9.2.1,2.0
9,MO,9.3.1,0.0
9,MO,9.4.1,0.0
9,MO,9.5.1,4.0
9,MO,9.6.1,4.0
9,MO,9.7.1,5.0
9,MO,Теор,9.0
9,MO,Прак,20.0
9,MO,Блиц,17.0
9,Rest,№,70.0
9,Rest,9.1,1.0
9,Rest,9.2,2.0
9,Rest,9.3,2.0
9,Rest,9.4,0.0
9,Rest,9.5,3.0
9,Rest,9.6,8.0
9,Rest,9.7,8.0
9,Rest,9.8,1.0
9,Rest,9.1.1,3.0
9,Rest,9.2.1,3.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,2.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,5.0
9,Rest,Теор,16.0
9,Rest,Прак,9.0
9,Rest,Блиц,20.0
9,MO,№,71.0
9,MO,9.1,0.0
9,MO,9.2,0.0
9,MO,9.3,2.0
9,MO,9.4,0.0
9,MO,9.5,2.0
9,MO,9.6,0.0
9,MO,9.7,11.0
9,MO,9.8,13.0
9,MO,9.1.1,1.0
9,MO,9.2.1,2.0
9,MO,9.3.1,0.0
9,MO,9.4.1,3.0
9,MO,9.5.1,4.0
9,MO,9.6.1,5.0
9,MO,9.7.1,2.0
9,MO,Теор,4.0
9,MO,Прак,24.0
9,MO,Блиц,17.0
9,Rest,№,72.0
9,Rest,9.1,1.0
9,Rest,9.2,0.0
9,Rest,9.3,0.0
9,Rest,9.4,5.0
9,Rest,9.5,3.0
9,Rest,9.6,4.0
9,Rest,9.7,10.0
9,Rest,9.8,5.0
9,Rest,9.1.1,4.0
9,Rest,9.2.1,2.0
9,Rest,9.3.1,1.0
9,Rest,9.4.1,1.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,2.0
9,Rest,Теор,13.0
9,Rest,Прак,15.0
9,Rest,Блиц,17.0
9,Rest,№,73.0
9,Rest,9.1,0.0
9,Rest,9.2,1.0
9,Rest,9.3,0.0
9,Rest,9.4,7.0
9,Rest,9.5,3.0
9,Rest,9.6,0.0
9,Rest,9.7,7.0
9,Rest,9.8,5.0
9,Rest,9.1.1,3.0
9,Rest,9.2.1,3.0
9,Rest,9.3.1,1.0
9,Rest,9.4.1,3.0
9,Rest,9.5.1,4.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,1.0
9,Rest,Теор,11.0
9,Rest,Прак,12.0
9,Rest,Блиц,20.0
9,Rest,№,74.0
9,Rest,9.1,1.0
9,Rest,9.2,4.0
9,Rest,9.3,0.0
9,Rest,9.4,3.0
9,Rest,9.5,2.0
9,Rest,9.6,0.0
9,Rest,9.7,12.0
9,Rest,9.8,2.0
9,Rest,9.1.1,2.0
9,Rest,9.2.1,4.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,1.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,2.0
9,Rest,Теор,10.0
9,Rest,Прак,14.0
9,Rest,Блиц,16.0
9,Rest,№,75.0
9,Rest,9.1,0.0
9,Rest,9.2,4.0
9,Rest,9.3,0.0
9,Rest,9.4,7.0
9,Rest,9.5,3.0
9,Rest,9.6,0.0
9,Rest,9.7,8.0
9,Rest,9.8,3.0
9,Rest,9.1.1,4.0
9,Rest,9.2.1,0.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,1.0
9,Rest,9.5.1,3.0
9,Rest,9.6.1,4.0
9,Rest,9.7.1,3.0
9,Rest,Теор,14.0
9,Rest,Прак,11.0
9,Rest,Блиц,15.0
9,Rest,№,76.0
9,Rest,9.1,0.0
9,Rest,9.2,1.0
9,Rest,9.3,0.0
9,Rest,9.4,1.0
9,Rest,9.5,2.0
9,Rest,9.6,0.0
9,Rest,9.7,11.0
9,Rest,9.8,4.0
9,Rest,9.1.1,4.0
9,Rest,9.2.1,1.0
9,Rest,9.3.1,1.0
9,Rest,9.4.1,2.0
9,Rest,9.5.1,4.0
9,Rest,9.6.1,4.0
9,Rest,9.7.1,3.0
9,Rest,Теор,4.0
9,Rest,Прак,15.0
9,Rest,Блиц,19.0
9,Rest,№,77.0
9,Rest,9.1,1.0
9,Rest,9.2,1.0
9,Rest,9.3,0.0
9,Rest,9.4,1.0
9,Rest,9.5,2.0
9,Rest,9.6,0.0
9,Rest,9.7,6.0
9,Rest,9.8,0.0
9,Rest,9.1.1,4.0
9,Rest,9.2.1,5.0
9,Rest,9.3.1,5.0
9,Rest,9.4.1,4.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,0.0
9,Rest,Теор,5.0
9,Rest,Прак,6.0
9,Rest,Блиц,25.0
9,Rest,№,78.0
9,Rest,9.1,0.0
9,Rest,9.2,5.0
9,Rest,9.3,0.0
9,Rest,9.4,0.0
9,Rest,9.5,2.0
9,Rest,9.6,1.0
9,Rest,9.7,11.0
9,Rest,9.8,0.0
9,Rest,9.1.1,2.0
9,Rest,9.2.1,2.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,2.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,4.0
9,Rest,9.7.1,3.0
9,Rest,Теор,8.0
9,Rest,Прак,11.0
9,Rest,Блиц,15.0
9,Rest,№,79.0
9,Rest,9.1,0.0
9,Rest,9.2,0.0
9,Rest,9.3,0.0
9,Rest,9.4,2.0
9,Rest,9.5,2.0
9,Rest,9.6,0.0
9,Rest,9.7,8.0
9,Rest,9.8,3.0
9,Rest,9.1.1,4.0
9,Rest,9.2.1,2.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,2.0
9,Rest,9.5.1,3.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,2.0
9,Rest,Теор,4.0
9,Rest,Прак,11.0
9,Rest,Блиц,18.0
9,Rest,№,80.0
9,Rest,9.1,1.0
9,Rest,9.2,4.0
9,Rest,9.3,0.0
9,Rest,9.4,0.0
9,Rest,9.5,2.0
9,Rest,9.6,0.0
9,Rest,9.7,7.0
9,Rest,9.8,2.0
9,Rest,9.1.1,2.0
9,Rest,9.2.1,5.0
9,Rest,9.3.1,1.0
9,Rest,9.4.1,0.0
9,Rest,9.5.1,4.0
9,Rest,9.6.1,0.0
9,Rest,9.7.1,4.0
9,Rest,Теор,7.0
9,Rest,Прак,9.0
9,Rest,Блиц,16.0
9,Rest,№,81.0
9,Rest,9.1,1.0
9,Rest,9.2,0.0
9,Rest,9.3,0.0
9,Rest,9.4,0.0
9,Rest,9.5,1.0
9,Rest,9.6,0.0
9,Rest,9.7,7.0
9,Rest,9.8,0.0
9,Rest,9.1.1,3.0
9,Rest,9.2.1,1.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,3.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,5.0
9,Rest,9.7.1,3.0
9,Rest,Теор,2.0
9,Rest,Прак,7.0
9,Rest,Блиц,17.0
9,Rest,№,82.0
9,Rest,9.1,0.0
9,Rest,9.2,0.0
9,Rest,9.3,0.0
9,Rest,9.4,0.0
9,Rest,9.5,2.0
9,Rest,9.6,1.0
9,Rest,9.7,6.0
9,Rest,9.8,1.0
9,Rest,9.1.1,2.0
9,Rest,9.2.1,0.0
9,Rest,9.3.1,1.0
9,Rest,9.4.1,0.0
9,Rest,9.5.1,2.0
9,Rest,9.6.1,3.0
9,Rest,9.7.1,1.0
9,Rest,Теор,3.0
9,Rest,Прак,7.0
9,Rest,Блиц,9.0
9,Rest,№,83.0
9,Rest,9.1,0.0
9,Rest,9.2,0.0
9,Rest,9.3,0.0
9,Rest,9.4,0.0
9,Rest,9.5,1.0
9,Rest,9.6,0.0
9,Rest,9.7,2.0
9,Rest,9.8,0.0
9,Rest,9.1.1,2.0
9,Rest,9.2.1,1.0
9,Rest,9.3.1,0.0
9,Rest,9.4.1,1.0
9,Rest,9.5.1,3.0
9,Rest,9.6.1,3.0
9,Rest,9.7.1,2.0
9,Rest,Теор,1.0
9,Rest,Прак,2.0
9,Rest,Блиц,12.0
10,Rest,№,1.0
10,Rest,Теор,45.0
10,Rest,Прак,29.0
10,Rest,Блиц,28.0
10,Rest,10.1,10.0
10,Rest,10.2,2.0
10,Rest,10.3,8.0
10,Rest,10.4,9.0
10,Rest,10.5,10.0
10,Rest,10.6,6.0
10,Rest,10.7,15.0
10,Rest,10.8,14.0
10,Rest,10.1.1,4.0
10,Rest,10.2.1,5.0
10,Rest,10.3.1,0.0
10,Rest,10.4.1,5.0
10,Rest,10.5.1,4.0
10,Rest,10.6.1,5.0
10,Rest,10.7.1,5.0
10,MO,№,2.0
10,MO,Теор,45.0
10,MO,Прак,15.0
10,MO,Блиц,30.0
10,MO,10.1,9.0
10,MO,10.2,8.0
10,MO,10.3,9.0
10,MO,10.4,8.0
10,MO,10.5,3.0
10,MO,10.6,8.0
10,MO,10.7,6.0
10,MO,10.8,9.0
10,MO,10.1.1,4.0
10,MO,10.2.1,5.0
10,MO,10.3.1,2.0
10,MO,10.4.1,5.0
10,MO,10.5.1,4.0
10,MO,10.6.1,5.0
10,MO,10.7.1,5.0
10,MO,№,3.0
10,MO,Теор,30.0
10,MO,Прак,26.0
10,MO,Блиц,30.0
10,MO,10.1,9.0
10,MO,10.2,2.0
10,MO,10.3,6.0
10,MO,10.4,4.0
10,MO,10.5,2.0
10,MO,10.6,7.0
10,MO,10.7,12.0
10,MO,10.8,14.0
10,MO,10.1.1,4.0
10,MO,10.2.1,5.0
10,MO,10.3.1,5.0
10,MO,10.4.1,3.0
10,MO,10.5.1,3.0
10,MO,10.6.1,5.0
10,MO,10.7.1,5.0
10,Rest,№,4.0
10,Rest,Теор,28.0
10,Rest,Прак,25.0
10,Rest,Блиц,33.0
10,Rest,10.1,9.0
10,Rest,10.2,2.0
10,Rest,10.3,5.0
10,Rest,10.4,5.0
10,Rest,10.5,7.0
10,Rest,10.6,0.0
10,Rest,10.7,12.0
10,Rest,10.8,13.0
10,Rest,10.1.1,5.0
10,Rest,10.2.1,5.0
10,Rest,10.3.1,4.0
10,Rest,10.4.1,5.0
10,Rest,10.5.1,4.0
10,Rest,10.6.1,5.0
10,Rest,10.7.1,5.0
10,Rest,№,5.0
10,Rest,Теор,34.0
10,Rest,Прак,20.0
10,Rest,Блиц,27.0
10,Rest,10.1,9.0
10,Rest,10.2,3.0
10,Rest,10.3,9.0
10,Rest,10.4,6.0
10,Rest,10.5,3.0
10,Rest,10.6,4.0
10,Rest,10.7,12.0
10,Rest,10.8,8.0
10,Rest,10.1.1,2.0
10,Rest,10.2.1,5.0
10,Rest,10.3.1,5.0
10,Rest,10.4.1,5.0
10,Rest,10.5.1,2.0
10,Rest,10.6.1,3.0
10,Rest,10.7.1,5.0
10,MO,№,6.0
10,MO,Теор,34.0
10,MO,Прак,23.0
10,MO,Блиц,23.0
10,MO,10.1,10.0
10,MO,10.2,4.0
10,MO,10.3,0.0
10,MO,10.4,5.0
10,MO,10.5,7.0
10,MO,10.6,8.0
10,MO,10.7,14.0
10,MO,10.8,9.0
10,MO,10.1.1,5.0
10,MO,10.2.1,5.0
10,MO,10.3.1,0.0
10,MO,10.4.1,1.0
10,MO,10.5.1,2.0
10,MO,10.6.1,5.0
10,MO,10.7.1,5.0
10,MO,№,7.0
10,MO,Теор,26.0
10,MO,Прак,24.0
10,MO,Блиц,29.0
10,MO,10.1,9.0
10,MO,10.2,2.0
10,MO,10.3,5.0
10,MO,10.4,2.0
10,MO,10.5,3.0
10,MO,10.6,5.0
10,MO,10.7,14.0
10,MO,10.8,10.0
10,MO,10.1.1,2.0
10,MO,10.2.1,5.0
10,MO,10.3.1,5.0
10,MO,10.4.1,5.0
10,MO,10.5.1,2.0
10,MO,10.6.1,5.0
10,MO,10.7.1,5.0
10,Rest,№,8.0
10,Rest,Теор,32.0
10,Rest,Прак,21.0
10,Rest,Блиц,25.0
10,Rest,10.1,5.0
10,Rest,10.2,2.0
10,Rest,10.3,7.0
10,Rest,10.4,8.0
10,Rest,10.5,4.0
10,Rest,10.6,6.0
10,Rest,10.7,11.0
10,Rest,10.8,10.0
10,Rest,10.1.1,3.0
10,Rest,10.2.1,5.0
10,Rest,10.3.1,0.0
10,Rest,10.4.1,5.0
10,Rest,10.5.1,2.0
10,Rest,10.6.1,5.0
10,Rest,10.7.1,5.0
10,Rest,№,9.0
10,Rest,Теор,32.0
10,Rest,Прак,16.0
10,Rest,Блиц,30.0
10,Rest,10.1,5.0
10,Rest,10.2,2.0
10,Rest,10.3,7.0
10,Rest,10.4,2.0
10,Rest,10.5,9.0
10,Rest,10.6,7.0
10,Rest,10.7,7.0
10,Rest,10.8,9.0
10,Rest,10.1.1,5.0
10,Rest,10.2.1,5.0
10,Rest,10.3.1,2.0
10,Rest,10.4.1,5.0
10,Rest,10.5.1,3.0
10,Rest,10.6.1,5.0
10,Rest,10.7.1,5.0
10,Rest,№,10.0
10,Rest,Теор,28.0
10,Rest,Прак,18.0
10,Rest,Блиц,27.0
10,Rest,10.1,9.0
10,Rest,10.2,3.0
10,Rest,10.3,8.0
10,Rest,10.4,6.0
10,Rest,10.5,1.0
10,Rest,10.6,1.0
10,Rest,10.7,8.0
10,Rest,10.8,10.0
10,Rest,10.1.1,3.0
10,Rest,10.2.1,5.0
10,Rest,10.3.1,1.0
10,Rest,10.4.1,5.0
10,Rest,10.5.1,4.0
10,Rest,10.6.1,5.0
10,Rest,10.7.1,4.0
10,MO,№,11.0
10,MO,Теор,30.0
10,MO,Прак,15.0
10,MO,Блиц,28.0
10,MO,10.1,10.0
10,MO,10.2,4.0
10,MO,10.3,6.0
10,MO,10.4,7.0
10,MO,10.5,0.0
10,MO,10.6,3.0
10,MO,10.7,11.0
10,MO,10.8,4.0
10,MO,10.1.1,5.0
10,MO,10.2.1,4.0
10,MO,10.3.1,0.0
10,MO,10.4.1,5.0
10,MO,10.5.1,4.0
10,MO,10.6.1,5.0
10,MO,10.7.1,5.0
10,Rest,№,12.0
10,Rest,Теор,37.0
10,Rest,Прак,15.0
10,Rest,Блиц,21.0
10,Rest,10.1,10.0
10,Rest,10.2,1.0
10,Rest,10.3,10.0
10,Rest,10.4,5.0
10,Rest,10.5,3.0
10,Rest,10.6,8.0
10,Rest,10.7,7.0
10,Rest,10.8,8.0
10,Rest,10.1.1,3.0
10,Rest,10.2.1,4.0
10,Rest,10.3.1,0.0
10,Rest,10.4.1,2.0
10,Rest,10.5.1,2.0
10,Rest,10.6.1,5.0
10,Rest,10.7.1,5.0
10,Rest,№,13.0
10,Rest,Теор,35.0
10,Rest,Прак,10.0
10,Rest,Блиц,28.0
10,Rest,10.1,7.0
10,Rest,10.2,7.0
10,Rest,10.3,1.0
10,Rest,10.4,7.0
10,Rest,10.5,4.0
10,Rest,10.6,9.0
10,Rest,10.7,3.0
10,Rest,10.8,7.0
10,Rest,10.1.1,5.0
10,Rest,10.2.1,5.0
10,Rest,10.3.1,1.0
10,Rest,10.4.1,5.0
10,Rest,10.5.1,2.0
10,Rest,10.6.1,5.0
10,Rest,10.7.1,5.0
10,Rest,№,14.0
10,Rest,Теор,34.0
10,Rest,Прак,14.0
10,Rest,Блиц,24.0
10,Rest,10.1,8.0
10,Rest,10.2,2.0
10,Rest,10.3,7.0
10,Rest,10.4,0.0
10,Rest,10.5,8.0
10,Rest,10.6,9.0
10,Rest,10.7,8.0
10,Rest,10.8,6.0
10,Rest,10.1.1,3.0
10,Rest,10.2.1,2.0
10,Rest,10.3.1,2.0
10,Rest,10.4.1,5.0
10,Rest,10.5.1,4.0
10,Rest,10.6.1,3.0
10,Rest,10.7.1,5.0
10,Rest,№,15.0
10,Rest,Теор,29.0
10,Rest,Прак,18.0
10,Rest,Блиц,24.0
10,Rest,10.1,7.0
10,Rest,10.2,2.0
10,Rest,10.3,4.0
10,Rest,10.4,7.0
10,Rest,10.5,7.0
10,Rest,10.6,2.0
10,Rest,10.7,13.0
10,Rest,10.8,5.0
10,Rest,10.1.1,3.0
10,Rest,10.2.1,5.0
10,Rest,10.3.1,0.0
10,Rest,10.4.1,2.0
10,Rest,10.5.1,5.0
10,Rest,10.6.1,4.0
10,Rest,10.7.1,5.0
10,Rest,№,16.0
10,Rest,Теор,29.0
10,Rest,Прак,17.0
10,Rest,Блиц,25.0
10,Rest,10.1,9.0
10,Rest,10.2,2.0
10,Rest,10.3,5.0
10,Rest,10.4,6.0
10,Rest,10.5,3.0
10,Rest,10.6,4.0
10,Rest,10.7,7.0
10,Rest,10.8,10.0
10,Rest,10.1.1,3.0
10,Rest,10.2.1,5.0
10,Rest,10.3.1,0.0
10,Rest,10.4.1,5.0
10,Rest,10.5.1,3.0
10,Rest,10.6.1,4.0
10,Rest,10.7.1,5.0
10,MO,№,17.0
10,MO,Теор,29.0
10,MO,Прак,16.0
10,MO,Блиц,26.0
10,MO,10.1,5.0
10,MO,10.2,4.0
10,MO,10.3,9.0
10,MO,10.4,7.0
10,MO,10.5,4.0
10,MO,10.6,0.0
10,MO,10.7,9.0
10,MO,10.8,7.0
10,MO,10.1.1,4.0
10,MO,10.2.1,4.0
10,MO,10.3.1,0.0
10,MO,10.4.1,5.0
10,MO,10.5.1,3.0
10,MO,10.6.1,5.0
10,MO,10.7.1,5.0
10,Rest,№,18.0
10,Rest,Теор,32.0
10,Rest,Прак,14.0
10,Rest,Блиц,24.0
10,Rest,10.1,7.0
10,Rest,10.2,3.0
10,Rest,10.3,5.0
10,Rest,10.4,3.0
10,Rest,10.5,9.0
10,Rest,10.6,5.0
10,Rest,10.7,11.0
10,Rest,10.8,3.0
10,Rest,10.1.1,4.0
10,Rest,10.2.1,5.0
10,Rest,10.3.1,2.0
10,Rest,10.4.1,1.0
10,Rest,10.5.1,4.0
10,Rest,10.6.1,3.0
10,Rest,10.7.1,5.0
10,MO,№,19.0
10,MO,Теор,25.0
10,MO,Прак,19.0
10,MO,Блиц,26.0
10,MO,10.1,5.0
10,MO,10.2,2.0
10,MO,10.3,4.0
10,MO,10.4,7.0
10,MO,10.5,4.0
10,MO,10.6,3.0
10,MO,10.7,12.0
10,MO,10.8,7.0
10,MO,10.1.1,2.0
10,MO,10.2.1,3.0
10,MO,10.3.1,5.0
10,MO,10.4.1,5.0
10,MO,10.5.1,1.0
10,MO,10.6.1,5.0
10,MO,10.7.1,5.0
10,MO,№,20.0
10,MO,Теор,19.0
10,MO,Прак,24.0
10,MO,Блиц,26.0
10,MO,10.1,4.0
10,MO,10.2,3.0
10,MO,10.3,0.0
